Partner ID,Field Partner Name,sector,Loan Theme ID,Loan Theme Type,country,forkiva,region,geocode_old,ISO,number,amount,LocationName,geocode,names,geo,lat,lon,mpi_region,mpi_geo,rural_pct
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,"Avao, Savaii",,WSM,9,5450,"Avao, Savaii, Samoa","[(-13.6597827, -172.4319405)]",Savai'i; Samoa,"(-13.6597827, -172.4319405)",-13.6597827,-172.4319405,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Avele,,WSM,6,4125,"Avele, Samoa","[(-13.8704504, -171.7616114)]",Avele; Apia; Upolu; Samoa,"(-13.8704504, -171.7616114)",-13.8704504,-171.7616114,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Elise Fou,,WSM,1,5975,"Elise Fou, Samoa","[(-13.8271683, -171.7998891)]",Elisefou; Vaitele; Upolu; Samoa,"(-13.8271683, -171.7998891)",-13.8271683,-171.7998891,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Elise Fou,,WSM,2,1125,"Elise Fou, Samoa","[(-13.8271683, -171.7998891)]",Elisefou; Vaitele; Upolu; Samoa,"(-13.8271683, -171.7998891)",-13.8271683,-171.7998891,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Eva,"(-13.8666667, -171.5833333)",WSM,15,11775,"Eva, Samoa","[(38.72908109999999, -121.2474547)]",Samoa Way; South Cirby; Roseville; Placer County; California; United States; 95661,"(38.72908109999999, -121.2474547)",38.7290811,-121.2474547,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,FALEATIU TAI,,WSM,15,16950,"FALEATIU TAI, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,FAUSAGA,,WSM,7,5925,"FAUSAGA, Samoa","[(-14.000908, -171.8227778)]",Fausaga; Upolu; Samoa,"(-14.000908, -171.8227778)",-14.000908,-171.8227778,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Faala Palauli,,WSM,2,5725,"Faala Palauli, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Faala Palauli,,WSM,27,22225,"Faala Palauli, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000003yhdw,Higher Education,Samoa,No,Faatoia,,WSM,2,800,"Faatoia, Samoa","[(-13.8414209, -171.7534065)]",Faatoia; Apia; Upolu; Samoa,"(-13.8414209, -171.7534065)",-13.8414209,-171.7534065,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Faatoia,,WSM,10,10350,"Faatoia, Samoa","[(-13.8414209, -171.7534065)]",Faatoia; Apia; Upolu; Samoa,"(-13.8414209, -171.7534065)",-13.8414209,-171.7534065,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Faatoia,,WSM,3,11775,"Faatoia, Samoa","[(-13.8414209, -171.7534065)]",Faatoia; Apia; Upolu; Samoa,"(-13.8414209, -171.7534065)",-13.8414209,-171.7534065,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,"Faga, Savaii Island",,WSM,1,750,"Faga, Savaii Island, Samoa","[(-13.6424587, -172.1971926)]",Faga; Savai'i; Samoa,"(-13.6424587, -172.1971926)",-13.6424587,-172.1971926,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Fagafau,,WSM,4,2600,"Fagafau, Samoa","[(-13.645157, -172.6631969)]",Fagafau; Savai'i; Samoa,"(-13.645157, -172.6631969)",-13.645157,-172.6631969,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Fagalii Uta,,WSM,70,53675,"Fagalii Uta, Samoa","[(-13.8453186, -171.7410973)]",Fagali'i; Apia; Upolu; Samoa,"(-13.8453186, -171.7410973)",-13.8453186,-171.7410973,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000003yhdw,Higher Education,Samoa,No,Fagalii Uta,,WSM,1,400,"Fagalii Uta, Samoa","[(-13.8453186, -171.7410973)]",Fagali'i; Apia; Upolu; Samoa,"(-13.8453186, -171.7410973)",-13.8453186,-171.7410973,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Fagalii Uta,,WSM,2,7900,"Fagalii Uta, Samoa","[(-13.8453186, -171.7410973)]",Fagali'i; Apia; Upolu; Samoa,"(-13.8453186, -171.7410973)",-13.8453186,-171.7410973,WSM,,90
